Target gene;Representative transcript;Gene name;3P-seq tags + 5;Total sites;8mer sites;7mer-m8 sites;7mer-A1 sites;6mer sites;Representative miRNA;Predicted occupancy (low miRNA);Predicted occupancy (high miRNA);Predicted occupancy (transfected miRNA);Cumulative weighted context++ score;Total context++ score;"Aggregate PCT
"
ZDHHC20;ENST00000320220.9;zinc finger, DHHC-type containing 20 ;1486;1;0;0;1;0;hsa-miR-584-5p;0,0017;0,0127;0,0893;-0,08;-0,08;"N/A
"
ZDBF2;ENST00000374423.3;zinc finger, DBF-type containing 2 ;102;2;0;1;1;2;hsa-miR-584-5p;0,0088;0,0644;0,4401;-0,08;-0,08;"N/A
"
C1orf226;ENST00000458626.2;chromosome 1 open reading frame 226 ;369;1;0;0;1;0;hsa-miR-584-5p;0,0018;0,0132;0,094;-0,08;-0,08;"N/A
"
ST6GAL2;ENST00000361686.4;ST6 beta-galactosamide alpha-2,6-sialyltranferase 2 ;5;1;0;1;0;1;hsa-miR-584-5p;0,0034;0,0247;0,1667;-0,08;-0,08;"N/A
"
C12orf60;ENST00000330828.2;chromosome 12 open reading frame 60 ;11;1;0;0;1;1;hsa-miR-584-5p;0,0016;0,0115;0,0791;-0,08;-0,15;"N/A
"
RNF150;ENST00000515673.2;ring finger protein 150 ;518;1;0;1;0;1;hsa-miR-584-5p;0,004;0,0294;0,2067;-0,08;-0,09;"N/A
"
HNRNPU;ENST00000444376.2;heterogeneous nuclear ribonucleoprotein U (scaffold attachment factor A) ;5343;2;1;0;1;0;hsa-miR-584-5p;0,003;0,0212;0,1293;-0,08;-0,29;"N/A
"
KCNK1;ENST00000366621.3;potassium channel, subfamily K, member 1 ;410;1;0;1;0;0;hsa-miR-584-5p;0,0017;0,0122;0,0817;-0,08;-0,22;"N/A
"
ZNF226;ENST00000588883.1;zinc finger protein 226 ;327;6;0;6;0;2;hsa-miR-584-5p;0,002;0,0147;0,1005;-0,08;-0,98;"N/A
"
ZNF10;ENST00000248211.6;zinc finger protein 10 ;96;1;0;1;0;0;hsa-miR-584-5p;0,0021;0,0156;0,1102;-0,08;-0,09;"N/A
"
TBC1D8B;ENST00000357242.5;TBC1 domain family, member 8B (with GRAM domain) ;69;1;0;1;0;0;hsa-miR-584-5p;0,0041;0,0299;0,1979;-0,08;-0,08;"N/A
"
RAD52;ENST00000358495.3;RAD52 homolog (S. cerevisiae) ;86;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0148;0,0967;-0,08;-0,11;"N/A
"
LARP4B;ENST00000316157.3;La ribonucleoprotein domain family, member 4B ;705;1;0;1;0;2;hsa-miR-584-5p;0,0014;0,0105;0,071;-0,08;-0,11;"N/A
"
KIAA0825;ENST00000513200.3;KIAA0825 ;34;1;0;1;0;2;hsa-miR-584-5p;0,0054;0,0398;0,2792;-0,07;-0,08;"N/A
"
TMEM189-UBE2V1;ENST00000341698.2;TMEM189-UBE2V1 readthrough ;1621;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,0194;0,1376;-0,07;-0,07;"N/A
"
CNRIP1;ENST00000409862.1;cannabinoid receptor interacting protein 1 ;29;1;0;0;1;0;hsa-miR-584-5p;0,001;0,0076;0,0533;-0,07;-0,07;"N/A
"
TMEM189;ENST00000557021.1;transmembrane protein 189 ;1621;1;0;1;0;0;hsa-miR-584-5p;0,0026;0,0194;0,1376;-0,07;-0,07;"N/A
"
ADAT1;ENST00000307921.3;adenosine deaminase, tRNA-specific 1 ;597;1;0;0;1;0;hsa-miR-584-5p;0,0029;0,021;0,1426;-0,07;-0,08;"N/A
"
CXorf56;ENST00000320339.4;chromosome X open reading frame 56 ;279;1;1;0;0;0;hsa-miR-584-5p;0,0012;0,0088;0,0616;-0,07;-0,15;"N/A
"
FAM20B;ENST00000263733.4;family with sequence similarity 20, member B ;113;1;1;0;0;0;hsa-miR-584-5p;0,0031;0,0229;0,1499;-0,07;-0,1;"N/A
"
RPS3;ENST00000278572.6;ribosomal protein S3 ;1585;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,0048;0,0331;-0,07;-0,2;"N/A
"
NUP62CL;ENST00000372461.3;nucleoporin 62kDa C-terminal like ;73;2;0;1;1;2;hsa-miR-584-5p;0,0015;0,0112;0,0781;-0,07;-0,34;"N/A
"
SORT1;ENST00000256637.6;sortilin 1 ;2111;1;0;1;0;0;hsa-miR-584-5p;0,0029;0,0209;0,1434;-0,07;-0,09;"N/A
"
C12orf61;ENST00000408887.2;chromosome 12 open reading frame 61 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0128;0,0874;-0,07;-0,07;"N/A
"
GCSAML;ENST00000366488.4;germinal center-associated, signaling and motility-like ;5;1;0;0;1;1;hsa-miR-584-5p;0,0016;0,0115;0,0817;-0,07;-0,07;"N/A
"
TXLNB;ENST00000358430.3;taxilin beta ;5;2;0;1;1;0;hsa-miR-584-5p;0,0037;0,0274;0,1884;-0,07;-0,07;"N/A
"
ARHGEF37;ENST00000333677.6;Rho guanine nucleotide exchange factor (GEF) 37 ;5;1;0;1;0;0;hsa-miR-584-5p;0,0027;0,0194;0,1291;-0,07;-0,07;"N/A
"
CLDN18;ENST00000343735.4;claudin 18 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0014;0,0103;0,0712;-0,07;-0,07;"N/A
"
GAN;ENST00000568107.2;gigaxonin ;185;1;0;0;1;2;hsa-miR-584-5p;0,0045;0,0329;0,2267;-0,07;-0,09;"N/A
"
PDGFA;ENST00000354513.5;platelet-derived growth factor alpha polypeptide ;25;1;0;0;1;1;hsa-miR-584-5p;0,0012;0,0087;0,0607;-0,07;-0,1;"N/A
"
ATP11C;ENST00000327569.3;ATPase, class VI, type 11C ;590;1;0;1;0;1;hsa-miR-584-5p;0,0037;0,0268;0,1852;-0,07;-0,07;"N/A
"
EFCAB6;ENST00000356087.4;EF-hand calcium binding domain 6 ;23;2;0;1;1;1;hsa-miR-584-5p;0,0048;0,035;0,2419;-0,07;-0,1;"N/A
"
AGPS;ENST00000264167.4;alkylglycerone phosphate synthase ;1610;1;0;0;1;1;hsa-miR-584-5p;0,0025;0,0183;0,1148;-0,07;-0,14;"N/A
"
SLC22A15;ENST00000369503.4;solute carrier family 22, member 15 ;25;1;1;0;0;0;hsa-miR-584-5p;0,0013;0,0092;0,0618;-0,07;-0,18;"N/A
"
CERKL;ENST00000410087.3;ceramide kinase-like ;8;1;0;1;0;1;hsa-miR-584-5p;0,0036;0,026;0,1815;-0,07;-0,07;"N/A
"
ABLIM1;ENST00000392952.3;actin binding LIM protein 1 ;1321;1;1;0;0;1;hsa-miR-584-5p;0,0071;0,051;0,3149;-0,07;-0,07;"N/A
"
UBR3;ENST00000272793.5;ubiquitin protein ligase E3 component n-recognin 3 (putative) ;200;1;1;0;0;0;hsa-miR-584-5p;0,0029;0,0209;0,1344;-0,07;-0,12;"N/A
"
NPLOC4;ENST00000572760.1;nuclear protein localization 4 homolog (S. cerevisiae) ;1360;1;0;0;1;0;hsa-miR-584-5p;0,0016;0,012;0,0813;-0,07;-0,08;"N/A
"
PCGF3;ENST00000362003.5;polycomb group ring finger 3 ;503;1;0;0;1;0;hsa-miR-584-5p;0,0032;0,0234;0,1476;-0,07;-0,1;"N/A
"
ARHGEF19;ENST00000270747.3;Rho guanine nucleotide exchange factor (GEF) 19 ;40;1;0;0;1;0;hsa-miR-584-5p;0,0005;0,0035;0,0253;-0,07;-0,07;"N/A
"
OGN;ENST00000262551.4;osteoglycin ;5;1;0;0;1;0;hsa-miR-584-5p;0,0013;0,0099;0,07;-0,07;-0,07;"N/A
"
FRMD3;ENST00000304195.3;FERM domain containing 3 ;14;1;0;0;1;0;hsa-miR-584-5p;0,0069;0,0499;0,3123;-0,07;-0,07;"N/A
"
CELSR1;ENST00000262738.3;cadherin, EGF LAG seven-pass G-type receptor 1 ;1359;1;1;0;0;0;hsa-miR-584-5p;0,0031;0,0221;0,1438;-0,07;-0,07;"N/A
"
SS18L2;ENST00000447630.1;synovial sarcoma translocation gene on chromosome 18-like 2 ;137;1;1;0;0;0;hsa-miR-584-5p;0,0004;0,0029;0,0192;-0,07;-0,59;"N/A
"
DDI2;ENST00000480945.1;DNA-damage inducible 1 homolog 2 (S. cerevisiae) ;357;3;1;1;1;0;hsa-miR-584-5p;0,0021;0,0156;0,1084;-0,07;-0,13;"N/A
"
TMEM26;ENST00000399298.3;transmembrane protein 26 ;10;1;0;1;0;1;hsa-miR-584-5p;0,0017;0,0121;0,0842;-0,07;-0,15;"N/A
"
MCUR1;ENST00000379170.4;mitochondrial calcium uniporter regulator 1 ;129;1;0;1;0;1;hsa-miR-584-5p;0,0032;0,0231;0,1592;-0,07;-0,07;"N/A
"
LPPR4;ENST00000370185.3;Lipid phosphate phosphatase-related protein type 4  ;5;1;0;1;0;1;hsa-miR-584-5p;0,003;0,0218;0,1519;-0,07;-0,07;"N/A
"
TMEM65;ENST00000297632.6;transmembrane protein 65 ;769;2;0;1;1;0;hsa-miR-584-5p;0,0023;0,0169;0,1142;-0,07;-0,19;"N/A
"
GRIN3A;ENST00000361820.3;glutamate receptor, ionotropic, N-methyl-D-aspartate 3A ;5;1;1;0;0;0;hsa-miR-584-5p;0,0062;0,044;0,2538;-0,07;-0,07;"N/A
"
TMLHE;ENST00000334398.3;trimethyllysine hydroxylase, epsilon ;5;1;0;1;0;1;hsa-miR-584-5p;0,0028;0,0207;0,1437;-0,07;-0,07;"N/A
"
RUNX1T1;ENST00000523629.1;"runt-related transcription factor 1; translocated to, 1 (cyclin D-related) ";9;2;0;2;0;0;hsa-miR-584-5p;0,0068;0,0493;0,3264;-0,07;-0,07;"N/A
"
SCN3B;ENST00000392770.2;sodium channel, voltage-gated, type III, beta subunit ;10;1;0;0;1;2;hsa-miR-584-5p;0,0041;0,0305;0,2161;-0,07;-0,07;"N/A
"
PEX13;ENST00000295030.5;peroxisomal biogenesis factor 13 ;484;1;0;0;1;0;hsa-miR-584-5p;0,0006;0,0043;0,0308;-0,07;-0,08;"N/A
"
PLK4;ENST00000270861.5;polo-like kinase 4 ;331;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0167;0,1142;-0,07;-0,07;"N/A
"
PTGER3;ENST00000370924.4;prostaglandin E receptor 3 (subtype EP3) ;14;1;0;0;1;1;hsa-miR-584-5p;0,0039;0,0286;0,2016;-0,07;-0,07;"N/A
"
COL4A3;ENST00000396578.3;collagen, type IV, alpha 3 (Goodpasture antigen) ;286;2;1;1;0;0;hsa-miR-584-5p;0,0059;0,043;0,2876;-0,07;-0,07;"N/A
"
TMEM196;ENST00000405844.1;transmembrane protein 196 ;5;1;0;1;0;1;hsa-miR-584-5p;0,0011;0,008;0,0581;-0,07;-0,07;"N/A
"
CASD1;ENST00000297273.4;CAS1 domain containing 1 ;270;1;0;0;1;1;hsa-miR-584-5p;0,002;0,0145;0,0983;-0,07;-0,08;"N/A
"
ATP8B1;ENST00000283684.4;ATPase, aminophospholipid transporter, class I, type 8B, member 1 ;497;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,0177;0,123;-0,07;-0,08;"N/A
"
ALPK3;ENST00000258888.5;alpha-kinase 3 ;16;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0228;0,1593;-0,07;-0,07;"N/A
"
ZNF236;ENST00000253159.8;zinc finger protein 236 ;60;1;0;0;1;0;hsa-miR-584-5p;0,0025;0,0186;0,1282;-0,07;-0,07;"N/A
"
PAK3;ENST00000372007.5;p21 protein (Cdc42/Rac)-activated kinase 3 ;8;1;0;0;1;2;hsa-miR-584-5p;0,0055;0,0405;0,2811;-0,07;-0,09;"N/A
"
GPR156;ENST00000464295.1;G protein-coupled receptor 156 ;12;2;0;0;2;0;hsa-miR-584-5p;0,0017;0,0122;0,0829;-0,07;-0,14;"N/A
"
LDHA;ENST00000227157.4;lactate dehydrogenase A ;375;1;0;1;0;1;hsa-miR-584-5p;0,0012;0,0091;0,0632;-0,07;-0,23;"N/A
"
TRAF3IP2;ENST00000368761.5;TRAF3 interacting protein 2 ;44;1;1;0;0;0;hsa-miR-584-5p;0,0026;0,0185;0,1193;-0,07;-0,23;"N/A
"
XK;ENST00000378616.3;X-linked Kx blood group (McLeod syndrome) ;39;1;0;0;1;1;hsa-miR-584-5p;0,0062;0,0454;0,3217;-0,07;-0,07;"N/A
"
TNR;ENST00000367674.2;tenascin R ;5;1;0;0;1;1;hsa-miR-584-5p;0,0058;0,0429;0,3024;-0,07;-0,07;"N/A
"
TMEM132B;ENST00000299308.3;transmembrane protein 132B ;5;1;0;0;1;2;hsa-miR-584-5p;0,0046;0,0341;0,2393;-0,07;-0,07;"N/A
"
RASGEF1A;ENST00000374459.1;RasGEF domain family, member 1A ;10;1;0;0;1;0;hsa-miR-584-5p;0,0017;0,0125;0,0836;-0,07;-0,09;"N/A
"
MYLK;ENST00000360772.3;myosin light chain kinase ;2964;1;0;0;1;0;hsa-miR-584-5p;0,0055;0,0395;0,233;-0,07;-0,07;"N/A
"
AL161915.1;ENST00000391366.1;Uncharacterized protein  ;18;1;0;1;0;1;hsa-miR-584-5p;0,0022;0,0159;0,1121;-0,07;-0,09;"N/A
"
TANC1;ENST00000263635.6;tetratricopeptide repeat, ankyrin repeat and coiled-coil containing 1 ;618;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0164;0,1106;-0,07;-0,07;"N/A
"
CHRNA3;ENST00000326828.5;cholinergic receptor, nicotinic, alpha 3 (neuronal) ;20;1;0;0;1;0;hsa-miR-584-5p;0,0023;0,0165;0,1157;-0,07;-0,07;"N/A
"
RAB22A;ENST00000244040.3;RAB22A, member RAS oncogene family ;484;1;0;1;0;1;hsa-miR-584-5p;0,0024;0,0178;0,1235;-0,07;-0,12;"N/A
"
MYL9;ENST00000279022.2;myosin, light chain 9, regulatory ;1779;1;1;0;0;0;hsa-miR-584-5p;0,0005;0,0039;0,0255;-0,07;-0,41;"N/A
"
MAOA;ENST00000338702.3;monoamine oxidase A ;378;2;0;0;2;0;hsa-miR-584-5p;0,0028;0,0204;0,1312;-0,07;-0,16;"N/A
"
RFX3;ENST00000382004.3;regulatory factor X, 3 (influences HLA class II expression) ;37;1;1;0;0;1;hsa-miR-584-5p;0,0028;0,0208;0,1428;-0,07;-0,09;"N/A
"
CLSPN;ENST00000318121.3;claspin ;92;2;1;0;1;0;hsa-miR-584-5p;0,004;0,0289;0,1875;-0,07;-0,18;"N/A
"
RORB;ENST00000376896.3;RAR-related orphan receptor B ;5;2;0;1;1;1;hsa-miR-584-5p;0,0084;0,0611;0,4163;-0,07;-0,07;"N/A
"
CYTH1;ENST00000585509.1;cytohesin 1 ;553;1;0;0;1;0;hsa-miR-584-5p;0,0017;0,0124;0,0846;-0,07;-0,07;"N/A
"
LRRC40;ENST00000370952.3;leucine rich repeat containing 40 ;88;3;0;0;3;1;hsa-miR-584-5p;0,0021;0,0157;0,1058;-0,07;-0,19;"N/A
"
CBX1;ENST00000393408.3;chromobox homolog 1 ;26;1;0;0;1;1;hsa-miR-584-5p;0,0018;0,0132;0,0932;-0,07;-0,17;"N/A
"
SCYL3;ENST00000367771.6;SCY1-like 3 (S. cerevisiae) ;124;2;0;1;1;0;hsa-miR-584-5p;0,0036;0,0264;0,1771;-0,07;-0,08;"N/A
"
SYT14;ENST00000399639.2;synaptotagmin XIV ;16;1;0;0;1;0;hsa-miR-584-5p;0,0035;0,0254;0,1635;-0,07;-0,07;"N/A
"
PPAT;ENST00000264220.2;phosphoribosyl pyrophosphate amidotransferase ;61;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0106;0,0711;-0,06;-0,1;"N/A
"
GPLD1;ENST00000230036.1;glycosylphosphatidylinositol specific phospholipase D1 ;51;1;0;1;0;0;hsa-miR-584-5p;0,0029;0,0213;0,1408;-0,06;-0,09;"N/A
"
ZNF16;ENST00000276816.4;zinc finger protein 16 ;144;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,0054;0,036;-0,06;-0,23;"N/A
"
SLC5A6;ENST00000310574.3;solute carrier family 5 (sodium/multivitamin and iodide cotransporter), member 6 ;1638;1;0;0;1;0;hsa-miR-584-5p;0,0015;0,0108;0,0751;-0,06;-0,06;"N/A
"
OSBPL11;ENST00000296220.5;oxysterol binding protein-like 11 ;101;1;0;0;1;0;hsa-miR-584-5p;0,0025;0,018;0,1282;-0,06;-0,06;"N/A
"
RIMS1;ENST00000348717.5;regulating synaptic membrane exocytosis 1 ;45;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0225;0,1468;-0,06;-0,06;"N/A
"
PURA;ENST00000331327.3;purine-rich element binding protein A ;367;1;0;0;1;3;hsa-miR-584-5p;0,0016;0,0119;0,0847;-0,06;-0,07;"N/A
"
FBLN7;ENST00000331203.2;fibulin 7 ;44;2;0;2;0;0;hsa-miR-584-5p;0,0012;0,0084;0,0576;-0,06;-0,17;"N/A
"
DCUN1D1;ENST00000292782.4;DCN1, defective in cullin neddylation 1, domain containing 1 ;267;1;0;1;0;1;hsa-miR-584-5p;0,0015;0,0107;0,0773;-0,06;-0,06;"N/A
"
DBR1;ENST00000260803.4;debranching RNA lariats 1 ;981;1;0;0;1;0;hsa-miR-584-5p;0,0004;0,0028;0,0205;-0,06;-0,09;"N/A
"
PCBD2;ENST00000512783.1;pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2 ;95;1;0;0;1;0;hsa-miR-584-5p;0,0029;0,0211;0,1375;-0,06;-0,06;"N/A
"
PABPC5;ENST00000312600.3;poly(A) binding protein, cytoplasmic 5 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0019;0,0141;0,0956;-0,06;-0,06;"N/A
"
NAV2;ENST00000360655.4;neuron navigator 2 ;337;2;0;1;1;0;hsa-miR-584-5p;0,0064;0,0466;0,3182;-0,06;-0,07;"N/A
"
SLC33A1;ENST00000392845.3;solute carrier family 33 (acetyl-CoA transporter), member 1 ;145;2;0;1;1;0;hsa-miR-584-5p;0,0051;0,0373;0,243;-0,06;-0,11;"N/A
"
ZNF652;ENST00000362063.2;zinc finger protein 652 ;33;2;0;0;2;1;hsa-miR-584-5p;0,006;0,0435;0,2745;-0,06;-0,13;"N/A
"
NOL10;ENST00000345985.3;nucleolar protein 10 ;106;1;0;1;0;1;hsa-miR-584-5p;0,0029;0,0212;0,1478;-0,06;-0,15;"N/A
"
SAMD4A;ENST00000392067.3;sterile alpha motif domain containing 4A ;449;1;0;1;0;0;hsa-miR-584-5p;0,003;0,0219;0,1522;-0,06;-0,07;"N/A
"
TMEM108;ENST00000321871.6;transmembrane protein 108 ;31;1;0;0;1;0;hsa-miR-584-5p;0,0024;0,017;0,1066;-0,06;-0,11;"N/A
"
PLEKHH1;ENST00000329153.5;pleckstrin homology domain containing, family H (with MyTH4 domain) member 1 ;125;1;0;0;1;0;hsa-miR-584-5p;0,0062;0,0444;0,2797;-0,06;-0,06;"N/A
"
ZNF514;ENST00000295208.2;zinc finger protein 514 ;32;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0222;0,146;-0,06;-0,12;"N/A
"
SCYL2;ENST00000360820.2;SCY1-like 2 (S. cerevisiae) ;425;1;0;1;0;0;hsa-miR-584-5p;0,0018;0,0132;0,0876;-0,06;-0,2;"N/A
"
TMEM192;ENST00000306480.6;transmembrane protein 192 ;278;1;0;1;0;2;hsa-miR-584-5p;0,0012;0,0088;0,0632;-0,06;-0,12;"N/A
"
CDC27;ENST00000066544.3;cell division cycle 27 ;438;1;0;0;1;2;hsa-miR-584-5p;0,0022;0,0161;0,1139;-0,06;-0,17;"N/A
"
GOSR1;ENST00000225724.5;golgi SNAP receptor complex member 1 ;668;2;0;1;1;0;hsa-miR-584-5p;0,0023;0,0168;0,1144;-0,06;-0,19;"N/A
"
TAP2;ENST00000374897.2;transporter 2, ATP-binding cassette, sub-family B (MDR/TAP) ;466;1;0;1;0;1;hsa-miR-584-5p;0,0038;0,0276;0,1877;-0,06;-0,08;"N/A
"
SHISA7;ENST00000376325.4;shisa family member 7 ;5;5;0;0;5;0;hsa-miR-584-5p;0,0053;0,0392;0,2811;-0,06;-0,06;"N/A
"
RLIM;ENST00000332687.6;ring finger protein, LIM domain interacting ;662;1;0;0;1;1;hsa-miR-584-5p;0,0043;0,0316;0,2191;-0,06;-0,06;"N/A
"
TGFB2;ENST00000366930.4;transforming growth factor, beta 2 ;157;1;0;1;0;1;hsa-miR-584-5p;0,0037;0,0273;0,1909;-0,06;-0,12;"N/A
"
PIK3C3;ENST00000262039.4;phosphatidylinositol 3-kinase, catalytic subunit type 3 ;286;2;1;1;0;2;hsa-miR-584-5p;0,0045;0,0326;0,2072;-0,06;-0,12;"N/A
"
RNF157;ENST00000269391.6;ring finger protein 157 ;163;1;0;0;1;0;hsa-miR-584-5p;0,0055;0,0391;0,2274;-0,06;-0,07;"N/A
"
MTL5;ENST00000255087.5;metallothionein-like 5, testis-specific (tesmin) ;30;3;1;2;0;0;hsa-miR-584-5p;0,0026;0,0189;0,1223;-0,06;-0,45;"N/A
"
TAOK1;ENST00000261716.3;TAO kinase 1 ;164;1;0;0;1;2;hsa-miR-584-5p;0,0036;0,0268;0,1895;-0,06;-0,11;"N/A
"
KCNC1;ENST00000379472.3;potassium voltage-gated channel, Shaw-related subfamily, member 1 ;42;1;0;1;0;0;hsa-miR-584-5p;0,0025;0,0184;0,1271;-0,06;-0,06;"N/A
"
RANBP6;ENST00000259569.5;RAN binding protein 6 ;117;1;0;1;0;0;hsa-miR-584-5p;0,0024;0,0178;0,1186;-0,06;-0,06;"N/A
"
KLF13;ENST00000307145.3;Kruppel-like factor 13 ;5;1;0;0;1;1;hsa-miR-584-5p;0,0031;0,0226;0,1543;-0,06;-0,06;"N/A
"
TMPRSS11A;ENST00000508048.1;transmembrane protease, serine 11A ;5;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0089;0,0625;-0,06;-0,06;"N/A
"
ABHD2;ENST00000352732.5;abhydrolase domain containing 2 ;210;2;1;0;1;0;hsa-miR-584-5p;0,0039;0,0286;0,1919;-0,06;-0,07;"N/A
"
MMAA;ENST00000281317.5;methylmalonic aciduria (cobalamin deficiency) cblA type ;38;3;2;1;0;1;hsa-miR-584-5p;0,0031;0,0225;0,1471;-0,06;-0,28;"N/A
"
MEX3C;ENST00000592416.1;mex-3 RNA binding family member C ;5;1;0;1;0;0;hsa-miR-584-5p;0,0048;0,0348;0,2277;-0,06;-0,06;"N/A
"
VNN1;ENST00000367928.4;vanin 1 ;5;1;0;0;1;0;hsa-miR-584-5p;0,0028;0,0206;0,1455;-0,06;-0,06;"N/A
"
SLC22A9;ENST00000310969.4;solute carrier family 22 (organic anion transporter), member 9 ;188;1;0;0;1;0;hsa-miR-584-5p;0,0012;0,0086;0,0611;-0,06;-0,06;"N/A
"
HCN1;ENST00000303230.4;hyperpolarization activated cyclic nucleotide-gated potassium channel 1 ;5;1;0;1;0;1;hsa-miR-584-5p;0,0034;0,0247;0,1702;-0,06;-0,08;"N/A
"
ZNF510;ENST00000375231.1;zinc finger protein 510 ;40;1;1;0;0;0;hsa-miR-584-5p;0,005;0,0365;0,2499;-0,06;-0,09;"N/A
"
LRP6;ENST00000261349.4;low density lipoprotein receptor-related protein 6 ;157;1;0;1;0;0;hsa-miR-584-5p;0,0031;0,0224;0,1557;-0,06;-0,06;"N/A
"
KLF12;ENST00000377669.2;Kruppel-like factor 12 ;251;2;0;1;1;1;hsa-miR-584-5p;0,0056;0,0406;0,2806;-0,06;-0,07;"N/A
"
HSPA4L;ENST00000296464.4;heat shock 70kDa protein 4-like ;348;1;0;0;1;2;hsa-miR-584-5p;0,0039;0,0287;0,1979;-0,06;-0,08;"N/A
"
UBE4B;ENST00000343090.6;ubiquitination factor E4B ;350;1;1;0;0;0;hsa-miR-584-5p;0,0007;0,0053;0,0348;-0,06;-0,25;"N/A
"
NKAPL;ENST00000343684.3;NFKB activating protein-like ;5;2;0;1;1;1;hsa-miR-584-5p;0,0011;0,0081;0,0579;-0,06;-0,15;"N/A
"
SKP1;ENST00000353411.6;S-phase kinase-associated protein 1 ;416;1;1;0;0;2;hsa-miR-584-5p;0,0011;0,0076;0,0453;-0,06;-0,34;"N/A
"
TMEM170A;ENST00000357613.4;transmembrane protein 170A ;70;1;0;0;1;1;hsa-miR-584-5p;0,0027;0,0195;0,1348;-0,06;-0,09;"N/A
"
ZNF217;ENST00000371471.2;zinc finger protein 217 ;668;1;1;0;0;0;hsa-miR-584-5p;0,0034;0,0246;0,1706;-0,06;-0,06;"N/A
"
IGDCC3;ENST00000327987.4;immunoglobulin superfamily, DCC subclass, member 3 ;464;1;0;0;1;0;hsa-miR-584-5p;0,0021;0,0154;0,1041;-0,06;-0,06;"N/A
"
PRRG4;ENST00000257836.3;proline rich Gla (G-carboxyglutamic acid) 4 (transmembrane) ;47;1;0;0;1;0;hsa-miR-584-5p;0,0026;0,0194;0,1345;-0,06;-0,07;"N/A
"
CYP4A11;ENST00000310638.4;cytochrome P450, family 4, subfamily A, polypeptide 11 ;5;1;0;0;1;0;hsa-miR-584-5p;0,001;0,0074;0,0523;-0,06;-0,06;"N/A
"
ZNF573;ENST00000590414.2;zinc finger protein 573 ;12;2;2;0;0;1;hsa-miR-584-5p;0,0049;0,0355;0,2389;-0,06;-0,12;"N/A
"
SOAT1;ENST00000367619.3;sterol O-acyltransferase 1 ;654;1;0;0;1;0;hsa-miR-584-5p;0,002;0,0143;0,0994;-0,06;-0,07;"N/A
"
RGMB;ENST00000308234.7;RGM domain family, member B ;6087;1;0;1;0;0;hsa-miR-584-5p;0,0007;0,0053;0,0377;-0,06;-0,07;"N/A
"
RAB3IP;ENST00000483530.2;RAB3A interacting protein ;73;3;2;0;1;1;hsa-miR-584-5p;0,0021;0,0148;0,0923;-0,06;-0,54;"N/A
"
TGFBR1;ENST00000374994.4;transforming growth factor, beta receptor 1 ;249;1;0;0;1;0;hsa-miR-584-5p;0,0039;0,028;0,1837;-0,06;-0,06;"N/A
"
RHOH;ENST00000381799.5;ras homolog family member H ;16;2;0;1;1;1;hsa-miR-584-5p;0,0021;0,0154;0,1076;-0,06;-0,3;"N/A
"
CNBP;ENST00000502976.1;CCHC-type zinc finger, nucleic acid binding protein ;2257;1;0;1;0;2;hsa-miR-584-5p;0,0021;0,015;0,103;-0,06;-0,12;"N/A
"
PSMF1;ENST00000335877.6;proteasome (prosome, macropain) inhibitor subunit 1 (PI31) ;2709;1;0;1;0;0;hsa-miR-584-5p;0,0015;0,0111;0,0751;-0,06;-0,13;"N/A
"
SSR1;ENST00000244763.4;signal sequence receptor, alpha ;12917;1;0;1;0;3;hsa-miR-584-5p;0,0016;0,0116;0,0826;-0,06;-0,12;"N/A
"
ETNK1;ENST00000266517.4;ethanolamine kinase 1 ;1047;2;0;2;0;2;hsa-miR-584-5p;0,0022;0,0158;0,1092;-0,06;-0,18;"N/A
"
UHRF1BP1;ENST00000192788.5;UHRF1 binding protein 1 ;360;1;1;0;0;2;hsa-miR-584-5p;0,0073;0,0519;0,3119;-0,06;-0,2;"N/A
"
CYP4A22;ENST00000371891.3;cytochrome P450, family 4, subfamily A, polypeptide 22 ;5;1;0;0;1;0;hsa-miR-584-5p;0,001;0,0074;0,0523;-0,06;-0,06;"N/A
"
KLHL32;ENST00000369261.4;kelch-like family member 32 ;11;1;0;0;1;0;hsa-miR-584-5p;0,0008;0,0058;0,0416;-0,06;-0,06;"N/A
"
RNF125;ENST00000217740.3;ring finger protein 125, E3 ubiquitin protein ligase ;214;2;0;0;2;0;hsa-miR-584-5p;0,0037;0,0269;0,1884;-0,06;-0,06;"N/A
"
