lineNo;assgNo;prevFixDur;firstfixDur;firstPassFixDur;nextFixDur;firstSaccLen;lastSaccLen;prevFixPos;landingPos;leavingPos;totalFixDur;meanFixDur;regressLen;regressDur;pupilDiamMax;pupilDiamLag;timePrtctg;titleNo;wordNo;target
4580;142;139;179;179;139;775.7385;90.6104;840.0119;68.3118;70.214;179;179;815;0;0.0552;0.2337;0.0129;8;1;0
666;21;99;159;159;100;259.525;131.5485;411.7596;153.1837;156.5288;159;159;0;159;0.1706;0.4941;0.0147;8;1;0
1922;61;139;139;139;179;140.4226;237.5426;187.4166;48.2105;58.4059;139;139;0;377;0.0284;0.1029;0.0112;4;1;0
5120;155;258;139;139;179;189.1692;256.4888;112.058;81.6165;87.6641;139;139;0;0;0.0833;0.0593;0.0125;4;3;0
7978;248;99;179;179;80;116.0399;61.8971;225.3375;104.4521;109.276;179;179;0;0;0.2298;0.3283;0.0245;7;1;0
4966;151;219;278;278;239;435.3723;24.4591;508.1191;81.1249;98.0319;80;80;0;80;0.2591;0.4046;0.0116;9;1;0
9333;289;179;159;159;139;389.1484;261.5134;428.6595;32.5615;17.2047;100;100;11988;4931;0.2587;0.3212;0.0048;1;2;0
332;10;139;139;139;258;168.3597;350.4169;180.025;14.7648;13.5831;199;199;0;199;0.0639;0.1144;0.0341;3;3;0
4425;136;179;139;139;219;195.9751;84.0536;197.0634;24.0832;25.5392;139;139;219;0;0.2667;0.2667;0.0052;4;3;0
3883;125;179;99;99;99;121.9529;232.2848;158.2561;42.547;43.5115;99;99;0;99;-0.0122;0.2923;0.0155;5;1;0
2458;77;20;239;239;219;152.1455;90.05;194;44.2719;51.6962;239;239;219;478;-0.8475;-1.067;0.0211;5;2;0
5777;171;159;99;99;298;166.9686;852.1367;127.063;33.5596;36.9121;99;99;0;0;-0.007;0.056;0.01;4;10;0
8351;261;338;219;219;179;88.5127;92.8924;104.9952;64.6239;52.7684;179;179;0;0;0.3884;0.3339;0.0292;8;1;0
1722;54;139;139;258;99;203.2265;154.0552;252.3351;55.1725;108.5104;258;129;0;258;0.1618;0.2758;0.0426;4;1;0
5862;174;139;179;298;239;45.467;169.0362;16.7631;48.7083;198.2076;298;149;0;378;0.15;0.127;0.03;3;4;0
164;5;119;199;199;219;293.3343;701.9238;210.0095;76.6632;59.1291;199;199;0;0;0.1855;0.1215;0.0178;10;8;0
3527;109;99;119;119;119;107.0946;152.0148;46.1736;59.3043;63.3482;119;119;0;0;0.4645;0.5365;0.0298;1;4;0
1097;33;139;179;179;199;253.6912;102.5597;311.6697;70.214;70.9542;179;179;2783;537;-0.0216;0.0079;0.0235;5;2;0
2641;79;0;20;20;239;135.0741;205.5736;69.6348;99.6895;92.8924;279;279;657;279;-1.1465;-0.5825;0.0295;4;2;0
450;14;259;219;219;298;220.6451;98.7142;178.0028;40.6602;32.9014;219;219;298;0;0.0143;0.0823;0.0258;1;7;0
8020;249;199;219;219;139;120.6172;152.0206;114.9348;43.0726;48.2105;139;139;0;119;0.2813;0.1643;0.025;6;1;0
7206;220;119;139;139;139;568.156;135.1333;549.5343;60.879;57.4913;139;139;0;0;0.0561;0.5446;0.0305;10;7;0
2557;78;199;279;279;199;75.0067;287.7725;157.2069;114.4825;118.596;219;219;11655;4861;0.0675;1.4375;0.0055;6;2;0
168;5;99;139;139;219;310.5906;121.2642;254.7096;57.3956;50.7986;139;139;0;0;0.074;0.1215;0.0124;9;7;0
5180;157;139;199;199;258;254.3275;167.5;214.7044;41.3673;57.3149;199;199;0;0;0.1878;0.1518;0.0205;2;3;0
1955;61;179;219;219;179;221.0481;177.7301;133.3754;84.2882;71.1372;219;219;0;0;0.0169;0.1259;0.0176;6;2;0
125;4;199;139;139;119;242.4113;290.0728;184.1657;54.037;48.5412;139;139;0;417;0.0775;0.2875;0.0175;5;3;0
9593;296;119;159;159;179;151.5008;361.8764;128.0976;26.4622;42.7376;159;159;537;338;0.0701;0.0386;0.0178;2;3;0
4045;130;199;179;179;139;324.2052;274.5073;444.8831;142.6753;111.4955;179;179;497;199;0.2446;0.3241;0.0165;10;3;0
2644;79;239;179;179;259;154.4385;721.021;93.771;52.4047;48.1041;179;179;259;0;-0.5825;-0.292;0.019;4;6;0
905;28;139;238;238;258;24.0468;427.452;24.0416;12.51;19.78;238;238;0;0;0.1294;0.1529;0.0255;4;5;0
2803;85;159;179;179;20;89.0351;471.7648;30.0167;64.2748;97.788;179;179;0;0;1.2187;1.3232;0.0162;8;6;0
10841;334;259;179;179;139;381.6733;390.4971;209.0383;167.5858;170.6055;179;179;0;0;0.2085;0.253;0.0296;3;4;0
9606;296;99;139;139;199;129.5936;168.1458;73;59.1545;48.1664;139;139;0;0;0.0621;0.1356;0.0156;3;2;0
1346;42;179;139;139;99;110.2384;211.164;110.2769;40.9542;49.8197;139;139;1412;0;0.1267;0.1567;0.0148;7;1;0
2969;91;219;179;179;179;97.8621;83.5733;43.8292;75.4404;89.56;179;179;0;0;1.1076;1.1076;0.016;2;3;0
6999;212;119;179;179;99;190.2978;83.5419;248.6966;69.5449;51.2299;179;179;0;0;-0.0127;0.2253;0.0259;6;1;0
8838;279;80;219;219;99;166.6021;90.5055;217.3753;47.289;44.9444;219;219;99;0;0.0463;0.0708;0.0272;6;2;0
690;22;99;159;159;557;224.2014;623.7708;159.0283;64.9384;60.7968;159;159;3936;796;0.0466;0.2246;0.0095;4;6;0
3859;124;219;159;239;239;71.1846;263.1316;107.0047;28.9007;43.5574;239;119.5;0;478;0.3553;0.3193;0.0318;2;3;0
4060;130;338;119;238;199;246.3433;207.3475;152.3286;109.2177;73.2547;238;119;0;238;0.1326;0.1741;0.0219;4;4;0
4878;149;239;139;139;119;182.1984;172.1424;133.3754;57.3781;62.6598;239;239;795;1690;0.2786;0.2241;0.0271;2;3;0
3702;116;298;199;199;239;211.3557;258.0484;303.3183;105.9398;133.7647;199;199;0;0;0.2211;0.3121;0.0491;3;4;0
7671;236;159;99;99;159;213.6428;573.0218;133.8245;92.9624;95.0789;159;159;1512;239;0.1821;0.2906;0.0159;9;6;0
8897;280;258;139;139;139;120.0521;826.4581;91.2688;33.738;49.3584;139;139;3717;139;0.1327;0.1327;0.0177;10;6;0
8022;249;139;139;437;119;64.9346;197.784;49.4773;17.9234;33.5261;437;218.5;1550;0;0.1428;0.1643;0.0785;6;3;0
6327;187;179;298;298;99;176.5574;266.3104;106.9205;66.7083;67.574;298;298;0;0;0.12;0.0015;0.0437;2;5;0
851;25;358;199;199;119;103.2582;131;132.4575;69.1231;59.7599;199;199;0;0;0.1441;0.1951;0.0341;8;1;0
6561;194;139;298;458;80;138.3989;255.6766;121.0041;31.1328;87.6727;198;99;1632;317;0.2271;0.249;0.02;10;7;0
9912;304;99;179;179;139;90.6035;220.096;125.1;54.3369;59.6699;139;139;0;834;0.207;0.4325;0.0112;4;1;0
2875;87;0;199;199;199;146.237;84.257;267.5407;128.7245;119.0599;319;319;618;319;1.5457;1.9487;0.0409;2;1;0
2265;72;558;319;319;180;231.5005;0;184.3909;51.071;55.933;319;319;0;0;1.0804;1.0804;0.0481;5;3;0
1259;40;219;298;298;99;256.5955;172.5007;254.4661;59.5756;71.353;298;298;0;0;0.2087;0.1187;0.0857;1;1;0
1490;44;219;139;139;99;129.5473;169.0067;40.7185;94.3001;101.1496;298;298;656;676;0.1906;0.8481;0.02;8;7;0
4881;149;119;99;99;219;110.8603;191.802;113.8112;90.5884;93.8203;99;99;0;139;0.0941;0.2986;0.0112;7;1;0
7975;248;99;258;258;179;592.964;197.3537;525.8564;64.846;63.4606;258;258;0;0;0.2298;0.2298;0.0353;5;6;0
8556;271;159;179;179;179;136.8247;147.1436;118.3596;29.1247;34.0771;179;179;0;0;0.1212;0.3122;0.0317;3;3;0
6233;183;238;99;99;159;365.4436;380.659;365.4928;16.8671;11.068;99;99;0;0;0.1936;0.3761;0.0095;8;4;0
2957;90;279;239;239;180;92.4392;590.0686;45.1774;56.4469;45.0694;239;239;698;0;1.4802;1.4802;0.0496;4;7;0
6697;200;99;80;80;139;505.7836;26.5047;582.1065;81.4877;92.8924;80;80;278;0;-0.0089;0.2751;0.0177;4;1;0
9285;289;139;139;139;239;255.0961;369.3457;143.5026;105.7178;114.011;99;99;119;297;0.2182;0.1557;0.0048;6;4;0
572;18;119;119;119;159;122.4847;212.8057;84.0952;39.08;40.078;119;119;0;0;0.0983;0.1538;0.0196;8;4;0
8558;271;179;139;278;179;209.5239;58.5342;263.4179;69.1394;16.8077;278;139;179;0;0.1092;0.3302;0.0492;4;2;0
2672;81;239;20;299;239;72.5844;149.541;49.0408;46.057;126.002;299;149.5;0;0;0.4335;0.556;0.0319;1;2;0
219;6;159;139;139;80;88.5056;241.5186;102.0686;68.5511;56.4845;139;139;0;0;0.103;0.8065;0.0187;7;1;0
9118;286;139;139;139;159;460.4131;315.833;437.5043;25.7148;13.2098;139;139;0;0;0.0837;0.2052;0.0154;6;4;0
3204;98;299;319;319;20;71.5017;114.7966;139.5314;101.5197;156.237;279;279;0;279;0.7796;0.3036;0.0196;1;2;0
9824;303;99;179;179;179;431.6321;201.1523;542.8527;106.3015;110.0182;179;179;0;0;0.0785;0.1525;0.0351;2;1;0
2597;78;339;179;179;379;186.3934;150.1874;242.2973;52.9953;15.1162;219;219;22218;918;-1.113;0.3335;0.0055;7;5;0
9973;306;119;80;80;80;263.7698;319.188;185.4427;78.4889;73.8241;80;80;159;1744;0.197;0.4915;0.0054;7;4;0
649;21;258;179;179;199;260.2768;89.2749;209.5376;48.5232;40.5771;338;338;2167;537;0.0731;0.0841;0.0313;2;5;0
3884;125;99;99;99;80;232.2848;324.6798;252.4381;58.1893;70.7142;99;99;0;139;-0.0067;0.2923;0.0155;8;1;0
5434;163;80;119;218;99;229.2886;336.7911;168.5823;62.8908;69.5701;218;109;0;0;0.3462;0.3442;0.0237;9;2;0
3666;114;80;239;239;119;95.0053;298.0759;152.3187;57.0898;59.036;239;239;0;478;0.287;0.5515;0.0746;3;3;0
4734;146;239;179;179;219;164.0191;526.0271;78.0897;84.4038;85.5132;179;179;0;179;-0.0629;0.0246;0.0204;5;5;0
529;16;139;179;179;517;139.3431;0;146.4548;87.8465;81.4647;179;179;0;0;0.6028;0.6028;0.0989;2;1;0
7894;243;159;80;219;139;113.3016;678.9464;365.5202;276.1797;492.2949;219;109.5;0;0;0.1493;0.0903;0.0501;3;5;0
4963;151;278;239;239;159;159.0637;170.5029;151.0761;11.1018;19.2938;239;239;0;0;0.2591;0.4046;0.0346;9;3;0
6828;204;139;199;338;119;161.4845;117.1164;102.0784;63.4606;53.0212;119;119;398;457;0.3229;0.4074;0.0246;2;3;0
7127;217;139;139;139;119;144.4412;200.6103;70.859;61.7738;73.5136;139;139;0;0;0.1916;0.1456;0.0362;4;3;0
5115;155;139;278;278;119;121.1084;79.5393;187.8643;76.8505;51.8097;378;378;1252;378;0.1288;0.0833;0.0341;3;1;0
7731;239;139;100;100;139;111.6121;230.7347;144.0139;66.4831;56.5553;100;100;0;199;0.2051;0.2556;0.0143;3;1;0
3954;127;139;219;219;179;75.6108;91.0124;128.316;44.4775;50.6014;219;219;0;0;0.2141;0.4466;0.029;7;1;0
8450;266;99;119;119;219;139.4606;258.6238;55.7136;86.9669;98.0319;159;159;378;159;-0.0193;0.1947;0.0291;5;2;0
2695;81;179;179;179;299;155.5394;137.0328;59.4138;98.732;108.5415;179;179;0;0;0.36;1.15;0.0191;6;3;0
7789;240;139;139;139;80;867.0066;524.1612;841.1659;43.5259;47.5026;139;139;3639;80;-0.0004;0.1526;0.0133;4;2;0
9923;305;199;139;139;139;101.4027;146.5094;62.1289;36.1386;48.5412;139;139;0;0;0.0825;0.0925;0.0225;2;2;0
9043;284;119;99;198;119;256.0005;335.0302;118.0678;135.0037;134.0457;198;99;0;0;0.2422;0.3797;0.0232;8;3;0
4351;136;0;179;298;199;0;157.9818;0;197.9002;35.4154;298;149;0;358;-0.0728;-0.0408;0.0112;3;1;0
6093;180;239;219;219;139;102.9332;171.2921;123.1097;33.0038;34.0331;219;219;0;0;0.0921;0.0921;0.0212;3;1;0
4050;130;139;258;258;199;271.0018;104.6721;276.0072;6.5192;6.5765;258;258;0;0;0.3241;0.1296;0.0238;10;8;0
119;4;99;278;278;139;108.14;139.0081;81.6149;40.0562;49.6488;278;278;139;834;0.0805;0.147;0.0351;7;5;0
9774;301;80;219;219;139;183.8294;688.5231;241.5305;62.3398;162.2906;318;159;0;318;0.1755;0.289;0.0367;4;6;0
2824;86;359;239;239;199;321.4129;266.1748;193.3132;143.6184;140.0089;239;239;0;717;1.0372;0.9337;0.0271;4;3;0
8115;253;179;139;139;159;155.5972;142.4649;144.0868;13.9014;25.5441;139;139;0;0;0.0354;0.3684;0.0255;10;3;0
1133;34;219;298;298;119;127.548;67.0671;95.0053;40.8534;32.8101;298;298;0;0;0.1938;0.3893;0.0385;6;2;0
9828;303;159;99;99;258;114.5884;129.8249;103.4843;20.1804;24.6982;99;99;0;0;0.128;0.2395;0.0194;3;3;0
1183;37;0;219;219;239;0;321.5603;0;71.318;89.0295;219;219;0;0;-0.0422;-0.0422;0.0271;5;1;0
10254;312;159;139;238;80;212.3682;329.3907;119.708;99.9525;33.3242;238;119;0;0;0.0843;0.1403;0.0344;2;3;0
10871;335;119;179;179;80;131.461;259.512;98.0051;32.0663;44.0596;80;80;0;80;0.0885;0.111;0.0338;2;3;0
5500;165;139;139;258;318;196.9378;270.2041;291.9726;111.9732;49.2062;258;129;0;0;0.0825;0.133;0.0269;1;1;0
4098;132;179;119;119;179;60.4152;158.9166;86.6083;45.1248;54.2333;119;119;0;0;0.0265;0.1665;0.0141;2;1;0
5832;173;199;179;378;239;118.2381;108.0116;56.0089;64.002;69.161;378;189;0;0;0.2565;0.237;0.0679;2;3;0
4414;136;179;179;179;139;120.1759;138.0154;92.0489;33.712;25.8118;80;80;0;0;0.2142;0.1977;0.003;1;4;0
7033;213;99;99;99;80;131.501;104.7485;71.5891;54.1341;52.7873;99;99;0;0;0.1428;0.4968;0.0202;9;2;0
4803;148;219;258;258;139;185.5108;86.2047;195.041;12.2577;20.2485;258;258;417;258;0.3006;0.3161;0.0147;4;5;0
7657;236;139;219;219;199;288.4185;192.2869;241.3504;49.0102;61.6644;219;219;0;0;0.1676;0.2216;0.022;7;3;0
6537;194;139;99;99;99;335.8043;165.1552;378.1323;51.7421;47.4052;99;99;0;457;0.212;0.211;0.01;8;1;0
643;21;258;179;179;199;121.6409;278.3779;120.6731;10.7005;6.1033;179;179;2167;537;0.0696;0.0841;0.0166;2;5;0
4145;133;179;80;179;139;101.0371;114.2639;41.4367;70.1463;65.6201;179;89.5;0;179;0.1385;0.0945;0.0128;1;3;0
1012;31;298;179;179;119;123.5091;117.6287;29.2746;100.5112;89.3784;179;179;0;0;0.1059;0.0329;0.0153;4;2;0
5027;153;119;99;99;80;874.8634;75.0267;989.0682;123.6285;136.0606;99;99;0;0;0.3651;0.3131;0.0083;7;1;0
4904;150;199;199;199;159;202.5154;45.853;68.593;126.5899;120.5508;199;199;278;0;0.0981;0.1386;0.0179;2;2;0
9059;285;99;80;80;80;155.2417;321.624;194.1649;66.8973;67.4852;80;80;0;80;0.1042;0.2327;0.0135;1;1;0
10863;335;0;80;80;258;0;128.4338;0;80.0625;81.5843;80;80;0;0;0.2055;0.123;0.0338;1;1;0
8077;251;99;139;139;100;272.1089;24.3311;264.3672;44.7214;48.2701;139;139;0;0;0.0058;0.2033;0.0288;9;1;0
6793;203;139;179;179;119;174.4018;440.702;195.1666;46.7467;59.877;179;179;318;0;0.1154;0.2729;0.0184;9;4;0
1138;34;139;139;139;179;190.0007;101.6526;67.7422;120.7994;123.0041;139;139;258;278;0.3893;0.3803;0.018;9;2;0
3019;92;219;199;199;159;161.6741;200.0625;126.115;33.2415;50.045;518;518;0;0;1.5351;0.7876;0.0682;2;2;0
8883;280;258;139;139;139;89.6396;94.012;114.3547;10.2956;2.5495;139;139;3717;139;0.1802;0.2617;0.0177;10;6;0
8789;278;139;80;80;99;533.0553;1074.1036;675.0267;149.4824;137.4345;80;80;0;0;0.1308;0.2133;0.0107;6;1;0
5890;175;139;258;258;298;581.9203;164.1714;594.138;17.8466;15.4434;258;258;0;0;0.1775;0.104;0.0427;3;2;0
1193;37;258;99;258;179;601.9489;208.1952;668.1175;55.1453;59.0529;258;129;0;0;0.0263;0.0103;0.032;6;1;0
8193;256;139;80;80;159;77.9888;75.5993;72.0139;50.4406;49.98;80;80;0;0;0.3359;0.3554;0.0068;5;1;0
7067;215;219;99;99;179;359.1131;557.2443;288.6261;81.3019;86.977;99;99;0;99;0.2583;0.2128;0.0178;1;7;0
10394;317;199;179;398;179;219.1118;170.0118;129.2594;92.0122;25.1645;398;132.6667;0;0;0.1487;0.1717;0.0654;8;6;0
9884;304;99;119;119;139;1430.1508;150.1308;298.2633;1165.0718;116.0269;199;199;0;796;0.1435;0.0775;0.0161;9;3;0
4088;131;80;199;199;258;66.8824;202.9495;129.5299;83.2166;83.4641;199;199;0;0;0.2041;0.5086;0.0401;5;1;0
7669;236;99;159;159;80;152.0526;390.9735;131.2402;28.5701;34.6591;159;159;0;0;0.3791;0.1801;0.0159;9;7;0
8991;283;219;199;199;199;684.5928;221.5023;831.9117;140.8022;127.2331;199;199;0;0;0.0927;0.1462;0.028;3;1;0
4357;136;199;179;179;179;115.5249;569.5184;37.108;78.1601;69.0018;179;179;0;0;-0.1278;0.0047;0.0067;1;7;0
7325;224;99;139;258;99;617.5032;0;650.5359;35.8504;34.9178;119;119;3678;119;0.4978;0.4978;0.0177;5;1;0
7052;214;159;278;278;99;89.8568;143.1861;140.0036;58.9788;63.5079;179;179;0;358;0.1698;0.2243;0.0563;2;1;0
4485;138;139;179;179;159;168.6891;179.8506;81.3941;81.5843;76.0148;179;179;0;0;0.2647;0.5197;0.0222;6;3;0
1558;47;99;159;159;199;144.105;117.0684;139.6066;6.0208;7.6322;278;278;0;417;0.2081;0.0761;0.0344;5;3;0
3441;105;159;119;119;179;1067.1551;448.0137;94.541;1119.2213;44.0965;119;119;0;0;0.1348;0.1958;0.0271;9;1;0
6228;183;139;219;219;80;210.5718;131.344;152.0691;64.4302;58.5235;219;219;0;0;0.1166;0.3176;0.021;7;3;0
944;29;179;219;219;199;884.5575;52.9009;114.1271;936.8235;11.1018;219;219;0;0;0.1394;0.2099;0.0749;2;2;0
8710;276;100;159;159;119;149.2146;61.7738;99.0051;51.6841;35.609;159;159;119;0;0.1008;0.0698;0.0279;8;3;0
7691;237;0;119;199;99;0;92.1263;0;105.9835;115.9321;199;99.5;0;0;0.2086;0.2521;0.1022;1;1;0
8839;279;219;99;99;199;90.5055;319.5767;137.3172;66.8599;73.7987;99;99;0;99;0.0463;0.0708;0.0123;6;1;0
5311;160;0;179;179;159;0;269.8453;0;70.2567;74.6408;179;179;0;0;-0.0848;0.2022;0.0441;4;1;0
8535;270;199;199;338;179;352.066;122.0092;420.4878;75.0417;45.2383;338;169;0;0;0.0682;0.1757;0.095;3;1;0
8273;258;100;139;219;139;162.1496;206.8586;116.9017;56.2694;36.225;219;109.5;0;0;0.0714;0.0804;0.0358;6;2;0
10605;325;99;159;338;119;244.8183;229.0851;177.7217;84.9779;12.51;338;169;0;0;0.2227;0.1442;0.1232;1;2;0
8392;264;159;99;99;159;109.0562;80.9151;90.3549;53.9073;31.8002;99;99;0;0;0.3162;0.1682;0.0223;2;1;0
6857;206;0;80;80;80;62.0725;211.3534;37.2156;53.9491;47.3524;119;119;179;0;0.0869;0.2544;0.0516;4;4;0
5858;174;159;159;159;179;141.5009;712.2837;97.8673;38.1608;30.9233;159;159;0;0;0.2215;0.2215;0.016;2;9;0
7514;229;139;139;139;119;129.5154;96.5829;54.4243;84.5843;90.2843;139;139;0;1491;-0.0173;0.1432;0.02;1;5;0
3001;91;140;219;219;199;322.6647;106.0106;312.7459;93.5655;82.0244;438;438;0;0;1.4196;2.5361;0.0391;5;1;0
4316;135;199;159;159;119;89.5126;223.7856;36.1386;68.9366;59.0191;219;219;993;219;-0.025;-0.0285;0.0135;7;3;0
3664;114;179;179;179;100;181.1222;250.6472;35.6931;138.3709;131.9735;179;179;0;179;0.1545;0.5515;0.0559;3;2;0
9970;306;80;80;80;100;172.6963;435.4366;110.1635;62.7236;59.5504;80;80;299;0;0.154;0.4725;0.0054;7;3;0
10084;308;80;179;179;99;131.4002;130.1163;66.4831;62.5979;69.4262;179;179;0;0;-0.0023;-0.0043;0.0192;4;5;0
5212;157;139;139;139;99;114.0395;81.3895;61.6847;97.4705;107.912;80;80;0;0;0.2443;0.3413;0.0082;7;3;0
4221;134;219;179;179;179;115.0848;210.0536;44.5982;66.9216;71.8923;199;199;1353;517;0.0445;0.029;0.0103;3;2;0
1401;43;259;99;99;80;216.2556;222.3044;118.1059;83.6002;66.017;99;99;338;0;0.2587;0.2322;0.0082;10;2;0
328;10;258;159;159;139;88.9297;132.795;173.5655;89.4218;85.6519;159;159;0;0;0.0129;0.0639;0.0272;3;1;0
3985;129;179;99;99;298;174.2326;246.3341;152.0526;26.1008;30.2076;99;99;0;0;-0.0499;0.1166;0.0087;6;4;0
1294;41;139;99;99;278;266.0122;135.0926;212.8497;67.6794;74.6073;99;99;377;0;0.3077;0.3222;0.0105;9;3;0
3933;127;99;159;159;238;433.6465;51.1981;441.7024;8.7321;9.4868;159;159;476;238;0.0006;0.1471;0.0211;3;2;0
4919;150;219;100;100;338;115.5097;68.469;56.0089;57.1402;55.0205;100;100;0;0;0.2116;0.2116;0.009;2;4;0
9077;285;179;99;99;80;214.6491;158.5757;268.961;50.8035;55.3828;99;99;0;0;0.2247;0.2822;0.0167;8;5;0
5083;154;99;179;179;100;105.3043;284.6753;62.0322;59.3633;87.2769;179;179;0;0;0.2253;0.3163;0.0208;8;3;0
5205;157;159;99;238;139;563.1814;81.7389;647.4133;87.8778;65.7362;238;119;0;0;0.1458;0.3188;0.0245;7;1;0
8727;277;159;139;139;80;308.1173;162.2421;217.5178;91.5055;81.7588;139;139;80;0;0.0913;0.1643;0.0147;2;6;0
4188;133;179;219;219;199;205.548;201.562;69.8713;138.0145;139.0081;219;219;0;0;0.117;0.205;0.0157;10;5;0
3913;125;278;139;139;139;45.8394;92.6674;115.434;74.7061;81.5966;139;139;0;139;0.1723;0.5303;0.0218;7;1;0
8898;280;179;179;179;238;826.4581;82.6514;809.6944;24.8244;34.0147;119;119;2664;238;1.0012;1.0012;0.0151;2;2;0
236;7;298;298;298;238;116.9027;135.4289;49.0918;104.433;92.4392;298;298;377;219;0.0854;0.0854;0.0533;2;2;0
7965;248;0;80;80;179;0;166.4227;0;140.3041;139.8946;80;80;0;0;0.1853;0.2298;0.0109;1;2;0
5854;174;238;139;139;159;93.7257;92.5486;89.2749;5.2202;5.8523;139;139;0;0;0.2235;0.2215;0.014;2;2;0
4924;150;259;139;139;139;770.3765;179.5341;824.0589;56.1894;63.7358;139;139;497;179;0.0216;0.1196;0.0125;5;3;0
10702;329;0;219;219;179;0;69.8355;0;50.4232;55.8144;219;219;0;0;0.153;0.152;0.0385;1;2;0
7197;220;179;139;139;179;218.7287;168.2624;164.0488;54.884;67.6702;139;139;0;238;0.1876;0.1831;0.0305;9;6;0
800;24;119;298;298;139;99.7647;129.1375;147.8716;47.2969;61.1903;298;298;0;298;0.0681;0.1211;0.033;3;4;0
9514;293;119;139;278;298;76.5914;283.317;131.7953;94.7008;101.5972;139;139;854;2860;0.2401;0.2401;0.0097;2;3;0
3195;98;20;199;438;239;67.7089;128.161;59.4643;25.5441;200.8538;438;146;1234;398;0.4221;0.9836;0.0308;1;4;0
2315;73;219;120;120;100;110.0102;74.6073;167.1915;22.4555;19.2419;319;319;200;758;1.4717;2.6022;0.0197;10;4;0
1758;55;298;159;378;179;213.6686;122.7609;209.5758;78.3661;83.5464;378;126;0;0;0.2104;0.2718;0.0636;6;1;0
6007;178;298;99;99;159;112.0413;275.5454;43.1856;77.0097;84.0967;99;99;0;0;0.0126;-0.0139;0.0074;4;2;0
1185;37;239;139;298;139;156.5008;93.5855;235.4782;77.4355;62.8828;298;149;0;298;-0.0422;-0.0062;0.0369;2;1;0
2585;78;179;199;199;219;568.4259;119.5199;777.0302;210.2076;72.3205;319;159.5;17872;4343;1.525;0.6525;0.008;5;1;0
917;28;119;298;298;199;510.8035;284.2789;599.2303;91.9239;90.4129;298;298;0;0;0.0924;0.0819;0.0319;6;3;0
8438;266;159;199;338;99;154.7361;125.8978;200.5517;50.01;202.5025;338;169;0;0;0.0182;0.0437;0.0618;2;1;0
4514;139;199;139;298;159;784.7345;201.4274;875.7288;80.5761;52.2805;298;149;0;596;0.1882;0.4932;0.0777;2;1;0
2866;87;20;319;319;279;1091.8755;128.8031;152.7416;957.5862;56.8705;319;319;0;638;1.7037;1.5457;0.0409;2;2;0
3292;100;239;199;458;239;112.0279;168.6335;73.6003;68.1175;45.5906;458;229;458;0;0.1785;0.136;0.0621;3;2;0
3330;101;99;99;99;219;240.4189;135.2562;68.1175;190.7525;166.6591;99;99;0;0;0.2805;0.085;0.0255;5;4;0
9704;299;0;100;299;179;0;479.0942;0;225.6419;44.3424;299;149.5;0;0;0.0425;0.043;0.0648;1;2;0
5133;155;159;159;278;219;66.4831;97;74.3303;41.3098;68.6477;179;179;0;0;0.0693;0.2938;0.0161;6;3;0
9365;290;99;99;99;99;100.927;103.0109;140.2284;62.155;66.1154;99;99;0;259;0.2062;0.1497;0.0144;9;1;0
10836;334;199;199;199;139;110.2112;107.5186;49.7695;73.2547;86.5924;199;199;0;0;0.25;0.25;0.0329;1;4;0
3718;117;80;139;139;139;218.2441;17.5285;115.7325;113.6101;103.1722;139;139;0;0;0.4406;0.2636;0.0395;3;4;0
2611;78;179;199;199;219;513.8796;80.514;634.9622;120.9731;72.5483;558;279;17872;4343;0.9425;0.9425;0.0141;5;1;0
6885;207;100;119;119;139;230.4566;144.5415;265.9944;35.7946;41.7642;119;119;0;0;-0.1466;0.4069;0.0402;8;2;0
10158;310;0;139;139;80;0;141.726;0;89.1768;103.0946;139;139;0;278;0.1192;0.4172;0.0179;2;1;0
8106;253;199;179;179;159;147.5737;112.1751;69.2315;77.1314;83.0241;179;179;0;0;0.0199;0.1289;0.0329;4;2;0
251;7;139;199;199;199;105.119;252.9056;104.8904;65.9735;78.6527;199;199;299;0;0.3939;0.5104;0.0356;8;1;0
238;7;238;139;139;219;316.7069;495.1336;207.6849;121.096;116.9658;139;139;1154;0;0.0854;0.2004;0.0249;2;4;0
1670;52;159;258;258;80;212.5288;139.3592;130.0154;69.5216;78.8543;258;258;0;0;0.0571;0.2636;0.0227;4;8;0
3532;109;119;398;398;179;243.5262;649.6676;141.1737;93.8416;85.821;398;398;0;0;0.5365;0.1645;0.0996;5;7;0
813;24;139;119;119;80;100.9071;289.5622;171.0468;72.6722;70.0179;119;119;0;119;0.1546;0.1796;0.0132;8;1;0
2327;74;159;279;1037;199;114.4137;159.5282;173.358;69.5288;116.0905;1037;345.6667;0;0;0.1672;0.5532;0.0879;1;1;0
3533;109;398;179;179;159;649.6676;376.3313;676.6277;49.2062;31.1006;179;179;0;0;-0.0585;0.1645;0.0448;8;2;0
9168;287;139;139;139;159;367.0766;1924.1347;186.172;198.6416;190.4442;139;139;0;0;0.2002;0.1727;0.0142;10;6;0
9689;298;139;80;80;80;200.3304;500.536;205.156;10.6066;19.6787;80;80;0;0;0.2631;0.4446;0.0118;6;4;0
9607;296;179;199;338;179;168.1458;108.1157;166.1927;11.0454;15.1822;199;199;0;0;0.0621;0.1356;0.0223;3;4;0
5680;168;199;99;218;318;386.5;346.5274;423.0579;39.0512;32.3187;218;109;0;218;0.0835;0.154;0.0209;5;3;0
