x1;x2;x3;x4;x5;x6;x7;x8;x9;x10;x11;x12;x13;x14;x15;x16;x17;x18;x19;y
-3.107;8.239;9.007;-14.611;-3.333;19.308;3;92;74;79;2;4;-0.586;3.16;-3.987;-7.891;-8.69;-10.884;-11.916;0
-0.586;6.111;8.369;-14.157;-5.093;19.752;48;3;92;74;1;3;3.768;-3.422;-7.349;-8.153;-10.359;-11.397;-15.744;0
3.768;8.601;10.879;-9.911;-2.726;21.814;84;48;3;92;1;4;-6.929;-10.713;-11.488;-13.614;-14.614;-18.803;-13.109;0
-6.929;0.389;2.48;-15.189;-8.907;13.316;-23;84;48;3;1;4;-4.066;-4.898;-7.183;-8.258;-12.759;-6.641;-12.643;0
-4.066;-3.693;-2.365;-17.691;-12.067;7.808;-56;-23;84;48;1;3;-0.868;-3.249;-4.369;-9.062;-2.684;-8.94;-11.06;0
-0.868;-5.174;-3.212;-16.957;-12.831;7.045;-55;-56;-23;84;0;2;-2.402;-3.532;-8.265;-1.832;-8.143;-10.281;-8.479;0
-2.402;-7.452;-4.881;-17.981;-14.393;5.607;-364;-55;-56;-23;0;1;-1.158;-6.008;0.584;-5.882;-8.073;-6.227;-10.002;0
-1.158;-7.901;-5.325;-17.948;-14.852;5.274;-301;-364;-55;-56;0;1;-4.907;1.762;-4.78;-6.996;-5.128;-8.948;-15.068;0
-4.907;-11.212;-9.97;-21.017;-20.035;2.325;-387;-301;-364;-55;0;1;7.013;0.133;-2.197;-0.233;-4.25;-10.686;-8.367;0
7.013;-3.656;-2.978;-14.428;-13.893;8.607;72;-387;-301;-364;1;1;-6.429;-8.606;-6.771;-10.525;-16.539;-14.372;-3.619;0
-6.429;-8.571;-9.215;-18.922;-19.429;3.071;-219;72;-387;-301;1;1;-2.327;-0.366;-4.377;-10.805;-8.488;3.003;0.621;0
-2.327;-8.758;-10.699;-19.8;-21.792;3.052;-129;-219;72;-387;1;1;2.008;-2.099;-8.679;-6.308;5.457;3.018;7.783;1
2.008;-4.857;-8.906;-17.665;-20.222;4.623;27;-129;-219;72;1;2;-4.026;-10.477;-8.153;3.381;0.99;5.661;3.07;1
-4.026;-7.315;-11.949;-19.954;-23.907;3.254;-134;27;-129;-219;1;2;-6.722;-4.299;7.718;5.227;10.094;7.394;3.059;1
-6.722;-11.549;-17.276;-24.352;-29.457;-0.009;-239;-134;27;-129;1;2;2.597;15.48;12.809;18.027;15.132;10.486;14.884;1
2.597;-7.835;-14.513;-21.352;-28.066;3.641;36;-239;-134;27;1;3;12.558;9.954;15.04;12.218;7.69;11.976;16.13;1
12.558;4.556;-3.778;-10.28;-19.033;12.674;78;36;-239;-134;2;3;-2.313;2.205;-0.301;-4.325;-0.516;3.174;-1.657;0
-2.313;2.137;-5.318;-11.759;-20.421;11.481;-31;78;36;-239;2;3;4.626;2.059;-2.059;1.839;5.617;0.672;3.524;0
4.626;6.027;-0.21;-7.045;-16.226;15.873;64;-31;78;36;2;4;-2.453;-6.389;-2.663;0.947;-3.779;-1.053;4.968;1
-2.453;4.241;-1.937;-8.7;-16.739;13.45;13;64;-31;78;1;3;-4.036;-0.216;3.485;-1.36;1.435;7.608;7.975;1
-4.036;0.034;-5.192;-11.159;-18.562;9.643;-24;13;64;-31;1;3;3.981;7.838;2.789;5.701;12.133;12.515;10.435;1
3.981;4.016;-0.677;-6.972;-13.66;12.484;87;-24;13;64;1;4;3.709;-1.146;1.655;7.84;8.208;6.207;2.736;0
3.709;7.031;3.788;-2.837;-7.432;14.189;88;87;-24;13;2;4;-4.682;-1.981;3.983;4.338;2.409;-0.938;2.471;1
-4.682;1.229;-0.316;-6.724;-9.941;9.369;-101;88;87;-24;2;3;2.833;9.091;9.463;7.439;3.927;7.505;3.654;0
2.833;2.508;2.508;-3.392;-7.389;11.921;72;-101;88;87;2;4;6.085;6.447;4.479;1.064;4.543;0.798;1.521;0
6.085;7.111;8.746;3.23;-1.754;17.557;84;72;-101;88;2;4;0.341;-1.514;-4.733;-1.454;-4.984;-4.302;-10.59;0
0.341;6.674;9.117;3.582;-1.419;17.892;60;84;72;-101;3;5;-1.849;-5.057;-1.789;-5.307;-4.627;-10.893;-10.624;0
-1.849;3.926;7.099;1.667;-3.241;16.069;28;60;84;72;2;5;-3.269;0.061;-3.523;-2.831;-9.215;-8.94;-8.36;0
-3.269;0.529;2.814;-0.938;-7.045;12.133;-43;28;60;84;1;4;3.442;-0.263;0.453;-6.147;-5.863;-5.263;-9.747;0
3.442;3.225;6.353;2.471;-5.145;16.477;71;-43;28;60;1;4;-3.582;-2.89;-9.27;-8.996;-8.416;-12.751;-12.099;0
-3.582;-1.199;2.543;-1.199;-8.542;13.079;-40;71;-43;28;1;4;0.718;-5.9;-5.615;-5.013;-9.509;-8.834;-10.248;0
0.718;-1.211;3.279;-0.49;-6.624;12.554;50;-40;71;-43;2;4;-6.57;-6.287;-5.69;-10.154;-9.483;-10.888;-10.081;0
-6.57;-7.028;-3.506;-7.028;-13.938;7.683;-346;50;-40;71;1;3;0.303;0.942;-3.836;-3.118;-4.621;-3.757;-2.86;0
0.303;-6.061;-3.942;-6.747;-13.09;5.957;-172;-346;50;-40;2;3;0.637;-4.126;-3.41;-4.909;-4.048;-3.153;-3.511;0
0.637;-5.462;-3.33;-6.152;-11.33;5.222;-83;-172;-346;50;2;4;-4.733;-4.022;-5.511;-4.656;-3.767;-4.122;-5.167;0
-4.733;-8.593;-8.593;-10.594;-16.106;0.333;-290;-83;-172;-346;2;4;0.746;-0.816;0.082;1.015;0.641;-0.455;5.843;1
0.746;-6.515;-7.218;-9.265;-14.897;1.655;-222;-290;-83;-172;2;4;-1.551;-0.66;0.266;-0.104;-1.192;5.059;9.493;1
-1.551;-6.549;-8.657;-10.672;-16.217;0.335;-513;-222;-290;-83;1;4;0.905;1.846;1.47;0.365;6.714;11.218;9.384;1
0.905;-4.972;-7.132;-9.196;-16.037;3.141;-303;-513;-222;-290;2;4;0.932;0.559;-0.536;5.757;10.22;8.402;6.06;1
0.932;-2.576;-6.266;-8.349;-15.254;3.924;26;-303;-513;-222;2;5;-0.369;-1.455;4.78;9.202;7.401;5.08;7.032;1
-0.369;-2.166;-5.9;-8.688;-14.985;4.325;-190;26;-303;-513;2;4;-1.089;5.169;9.607;7.799;5.47;7.428;4.972;1
-1.089;-1.671;-6.925;-9.009;-17.055;4.713;-325;-190;26;-303;1;3;6.327;10.814;8.987;6.632;8.612;6.128;3.878;0
6.327;4.551;-1.036;-3.252;-10.591;8.719;95;-325;-190;26;1;4;4.22;2.501;0.287;2.149;-0.187;-2.303;-3.35;0
4.22;8.091;3.141;0.832;-6.818;12.493;96;95;-325;-190;2;4;-1.649;-3.775;-1.988;-4.229;-6.259;-7.264;-9.78;0
-1.649;5.465;1.439;-0.832;-8.355;10.956;-8;96;95;-325;2;4;-2.161;-0.344;-2.623;-4.687;-5.708;-8.267;-10.363;0
-2.161;3.186;0.011;-2.974;-9.712;9.732;-7;-8;96;95;1;3;1.857;-0.472;-2.582;-3.626;-6.241;-8.384;-9.537;0
1.857;4.274;1.868;-1.173;-6.74;10.161;74;-7;-8;96;1;3;-2.287;-4.358;-5.383;-7.95;-10.054;-11.187;-15.642;0
-2.287;1.094;0.31;-3.433;-8.227;8.794;2;74;-7;-8;1;3;-2.12;-3.168;-5.796;-7.949;-9.108;-13.667;-8.556;0
-2.12;-1.816;-1.816;-4.769;-10.172;6.849;-4;2;74;-7;1;3;-1.072;-3.756;-5.955;-7.14;-11.798;-6.576;-0.338;0
-1.072;-2.868;-2.109;-5.076;-9.203;5.29;-61;-4;2;74;0;2;-2.713;-4.937;-6.134;-10.843;-5.564;0.741;0.741;1
-2.713;-5.504;-4.016;-7.652;-11.022;3.577;-491;-61;-4;2;0;1;-2.285;-3.516;-8.356;-2.93;3.551;3.551;5.051;1
-2.285;-6.942;-5.465;-9.073;-11.109;0.832;-505;-491;-61;-4;0;1;-1.259;-6.213;-0.66;5.973;5.973;7.508;8.815;1
-1.259;-7.39;-6.655;-9.527;-13.519;1.187;-611;-505;-491;-61;0;1;-5.016;0.607;7.324;7.324;8.879;10.203;14.418;1
-5.016;-10.629;-10.629;-14.066;-18.457;-0.938;-753;-611;-505;-491;0;0;5.921;12.992;12.992;14.629;16.023;20.46;18.926;1
5.921;-3.798;-4.574;-8.272;-12.994;4.653;66;-753;-611;-505;1;1;6.676;6.676;8.222;9.538;13.727;12.278;8.813;0
6.676;2.625;0.983;-2.148;-7.862;9.656;80;66;-753;-611;2;2;0;1.449;2.682;6.609;5.251;2.003;3.565;1
0;3.466;0.983;-2.148;-7.862;9.656;18;80;66;-753;2;2;1.449;2.682;6.609;5.251;2.003;3.565;5.229;1
1.449;4.965;2.446;0.045;-6.528;10.991;55;18;80;66;2;3;1.216;5.087;3.748;0.547;2.086;3.726;4.362;1
1.216;6.241;3.691;0.476;-5.391;12.127;73;55;18;80;2;4;3.825;2.502;-0.661;0.86;2.48;3.108;6.315;0
3.825;9.408;6.803;5.134;-2.484;14.907;88;73;55;18;3;5;-1.274;-4.321;-2.856;-1.295;-0.69;2.399;5.86;1
-1.274;7.143;5.442;2.99;-3.727;13.665;79;88;73;55;2;5;-3.086;-1.602;-0.022;0.591;3.72;7.226;10.226;1
-3.086;3.006;1.384;-0.188;-7.369;9.897;22;79;88;73;1;4;1.531;3.162;3.795;7.023;10.64;13.736;8.543;1
1.531;2.936;2.936;1.34;-5.951;11.316;74;22;79;88;1;4;1.606;2.229;5.409;8.972;12.021;6.906;5.803;1
1.606;2.968;4.589;2.968;-4.44;12.826;78;74;22;79;2;5;0.613;3.743;7.249;10.25;5.216;4.13;6.765;1
0.613;2.802;5.231;3.599;-3.854;13.412;70;78;74;22;3;5;3.111;6.595;9.578;4.575;3.495;6.114;5.997;0
3.111;4.394;8.504;6;-2.27;17.589;87;70;78;74;3;5;3.38;6.272;1.42;0.373;2.913;2.799;-2.001;0
3.38;7.111;11.295;9.582;0.322;20.04;86;87;70;78;3;5;2.798;-1.895;-2.908;-0.451;-0.562;-5.205;-5.365;0
2.798;8.476;13.522;12.648;0.995;23.064;90;86;87;70;3;6;-4.565;-5.551;-3.161;-3.268;-7.785;-7.941;-11.579;0
-4.565;2.763;8.339;7.505;-4.927;19.563;-81;90;86;87;2;6;-1.032;1.472;1.359;-3.373;-3.537;-7.349;-6.777;0
-1.032;1.702;6.396;6.396;-6.544;17.78;8;-81;90;86;1;5;2.53;2.417;-2.365;-2.53;-6.383;-5.805;-10.194;0
2.53;3.514;8.255;8.255;-4.823;19.338;78;8;-81;90;1;5;-0.111;-4.775;-4.936;-8.693;-8.129;-12.411;-9.086;0
-0.111;1.912;7.316;8.135;-5.562;18.438;43;78;8;-81;1;4;-4.669;-4.831;-8.592;-8.027;-12.313;-8.985;-8.068;0
-4.669;-2.847;1.536;3.086;-9.367;12.109;-147;43;78;8;1;3;-0.169;-4.115;-3.523;-8.019;-4.528;-3.565;-5.649;0
-0.169;-3.011;0.608;2.912;-8.909;10.01;-103;-147;43;78;0;2;-3.953;-3.359;-7.863;-4.366;-3.402;-5.489;-5.362;0
-3.953;-6.845;-4.085;-1.156;-11.914;4.412;-421;-103;-147;43;0;1;0.618;-4.071;-0.43;0.574;-1.6;-1.467;-2.979;0
0.618;-5.59;-3.492;-0.545;-11.37;4.956;-44;-421;-103;-147;1;2;-4.66;-1.042;-0.044;-2.204;-2.072;-3.575;-3.103;0
-4.66;-8.666;-7.989;-4.451;-15.5;0.826;-367;-44;-421;-103;1;2;3.795;4.842;2.576;2.714;1.139;1.633;4.853;0
3.795;-3.785;-4.497;-0.824;-12.293;4.033;51;-367;-44;-421;2;2;1.008;-1.175;-1.042;-2.56;-2.083;1.019;-1.562;0
1.008;-2.084;-3.534;0.176;-11.409;4.917;-12;51;-367;-44;2;3;-2.161;-2.029;-3.532;-3.061;0.011;-2.545;-6.428;0
-2.161;-3.474;-4.915;-1.989;-12.73;3.708;-172;-12;51;-367;2;3;0.135;-1.402;-0.919;2.22;-0.392;-4.361;-6.817;0
0.135;-2.606;-4.787;-1.096;-12.613;3.826;-72;-172;-12;51;2;4;-1.534;-1.053;2.083;-0.526;-4.49;-6.942;-0.761;0
-1.534;-2.614;-6.247;-2.614;-13.953;2.485;-114;-72;-172;-12;1;4;0.489;3.673;1.023;-3.002;-5.492;0.785;5.39;1
0.489;-1.373;-5.789;-2.137;-13.532;2.906;4;-114;-72;-172;2;4;3.168;0.532;-3.474;-5.952;0.294;4.877;9.03;1
3.168;1.752;-2.804;0.963;-11.998;6.921;87;4;-114;-72;2;5;-2.556;-6.439;-8.841;-2.786;1.656;5.682;5.221;1
-2.556;-0.848;-4.576;-1.617;-13.664;5.384;-145;87;4;-114;2;4;-3.985;-6.45;-0.236;4.322;8.453;7.981;7.407;1
-3.985;-4.049;-7.684;-5.537;-16.536;2.642;-317;-145;87;4;1;3;-2.567;3.904;8.652;12.954;12.462;11.864;16.835;1
-2.567;-5.771;-9.368;-7.962;-18.118;1.192;-287;-317;-145;87;0;3;6.642;11.515;15.931;15.425;14.812;19.913;22.151;1
6.642;0.488;-2.604;-1.849;-10.835;6.066;78;-287;-317;-145;1;3;4.57;8.71;8.236;7.661;12.445;14.544;14.656;1
4.57;5.079;1.846;2.636;-6.761;10.141;78;78;-287;-317;2;4;3.96;3.507;2.956;7.531;9.538;9.646;9.614;1
3.96;8.38;5.879;5.879;-3.068;13.833;76;78;78;-287;3;4;-0.436;-0.965;3.435;5.366;5.47;5.439;11.738;1
-0.436;7.065;5.418;5.418;-3.491;13.41;28;76;78;78;2;3;-0.532;3.888;5.827;5.931;5.9;12.228;11.018;1
-0.532;5.67;5.67;4.857;-1.932;12.456;33;28;76;78;1;3;4.444;6.393;6.498;6.466;12.827;11.612;11.601;1
4.444;8.68;9.516;9.516;0.262;17.163;93;33;28;76;1;4;1.866;1.967;1.937;8.027;6.863;6.853;10.245;1
1.866;9.87;11.56;10.709;0.714;20.159;97;93;33;28;2;5;0.099;0.069;6.048;4.905;4.896;8.225;5.25;1
0.099;8.337;10.818;10.818;0.118;19.429;94;97;93;33;3;5;-0.03;5.944;4.802;4.792;8.118;5.147;2.824;0
-0.03;5.933;9.946;10.785;-1.94;19.681;90;94;97;93;2;4;5.975;4.833;4.823;8.15;5.178;2.855;3.475;0
5.975;9.857;15.639;16.515;1.854;25.695;97;90;94;97;2;4;-1.077;-1.087;2.053;-0.752;-2.944;-2.359;0.957;0
-1.077;6.394;13.539;15.26;-1.206;24.768;52;97;90;94;1;4;-0.009;3.164;0.329;-1.887;-1.296;2.056;5.831;1
-0.009;4.916;11.859;14.382;-3.716;24.132;91;52;97;90;1;4;3.174;0.338;-1.878;-1.287;2.066;5.841;8.921;1
3.174;6.774;14.567;18.013;-2.511;27.303;96;91;52;97;1;4;-2.749;-4.897;-4.323;-1.074;2.585;5.57;7.809;1
-2.749;3.137;10.611;13.913;-5.776;23.854;-20;96;91;52;1;3;-2.209;-1.619;1.722;5.484;8.554;10.856;7.628;1
-2.209;0.182;7.39;11.397;-8.422;21.025;-23;-20;96;91;1;2;0.603;4.02;7.867;11.006;13.36;10.058;11.322;1
0.603;0.114;6.505;11.238;-7.87;19.124;62;-23;-20;96;1;3;3.396;7.22;10.341;12.681;9.399;10.654;13.746;1
3.396;2.829;9.346;14.17;-6.463;22.453;80;62;-23;-20;2;3;3.699;6.716;8.98;5.806;7.02;10.01;10.608;1
3.699;5.238;11.815;17.529;-4.158;24.413;90;80;62;-23;3;4;2.91;5.093;2.032;3.203;6.086;6.663;4.968;0
2.91;6.903;13.493;20.072;-2.529;25.706;87;90;80;62;3;5;2.121;-0.854;0.285;3.086;3.647;2;1.423;0
2.121;8.471;14.334;22.619;-0.462;25.42;85;87;90;80;3;5;-2.913;-1.798;0.946;1.494;-0.118;-0.684;2.533;1
-2.913;3.978;9.524;18.191;-3.361;20.168;-3;85;87;90;2;5;1.148;3.974;4.539;2.878;2.296;5.609;7.322;1
1.148;4.51;9.323;18.694;-3.389;19.867;87;-3;85;87;2;6;2.794;3.353;1.711;1.135;4.41;6.104;3.594;0
2.794;6.759;10.918;21.145;-1.831;21.158;91;87;-3;85;2;6;0.544;-1.054;-1.614;1.572;3.22;0.778;1.832;0
0.544;6.014;10.802;21.803;-1.861;20.996;83;91;87;-3;3;6;-1.589;-2.146;1.023;2.662;0.233;1.281;1.073;0
-1.589;3.057;7.652;19.024;-4.512;18.087;4;83;91;87;2;5;-0.566;2.654;4.319;1.851;2.916;2.705;5.993;1
-0.566;1.239;6.365;17.522;-4.513;15.942;4;4;83;91;1;4;3.239;4.913;2.431;3.502;3.29;6.596;5.321;0
3.239;3.274;8.438;20.486;-2.528;17.697;83;4;4;83;1;4;1.622;-0.782;0.255;0.049;3.252;2.017;2.701;0
1.622;4.328;9.512;21.596;-1.5;18.611;90;83;4;4;2;5;-2.366;-1.345;-1.548;1.604;0.389;1.061;0.389;0
-2.366;1.26;5.609;18.719;-4.893;14.996;-37;90;83;4;2;4;1.046;0.838;4.066;2.822;3.51;2.822;3.851;0
1.046;1.721;6.063;19.139;-4.427;15.353;67;-37;90;83;2;4;-0.205;2.989;1.758;2.439;1.758;2.776;3.343;1
-0.205;0.922;5.203;18.894;-5.144;14.528;5;67;-37;90;1;3;3.201;1.967;2.65;1.967;2.987;3.555;4.716;0
3.201;3.551;7.917;21.866;-2.64;16.925;93;5;67;-37;2;4;-1.196;-0.534;-1.196;-0.207;0.343;1.467;5.319;1
-1.196;2.312;5.988;19.595;-4.324;15.135;24;93;5;67;1;4;0.67;0;1.001;1.558;2.696;6.594;7.111;1
0.67;2.406;6.063;19.588;-4.201;15.154;70;24;93;5;2;4;-0.665;0.329;0.882;2.012;5.885;6.398;6.229;1
-0.665;1.143;4.118;18.792;-4.839;12.366;9;70;24;93;1;3;1.001;1.558;2.696;6.594;7.111;6.941;4.165;1
1.001;1.575;4.545;19.181;-2.311;10.804;83;9;70;24;2;4;0.551;1.678;5.538;6.049;5.881;3.132;3.236;0
0.551;1.558;4.51;19.044;-1.232;9.757;80;83;9;70;2;4;1.121;4.959;5.468;5.301;2.567;2.67;2.972;0
1.121;2.696;5.07;19.586;-0.671;10.258;86;80;83;9;3;5;3.796;4.299;4.134;1.43;1.533;1.831;-2.216;0
3.796;5.403;8.432;23.315;1.436;14.339;94;86;80;83;3;5;0.485;0.326;-2.279;-2.181;-1.893;-5.792;-9.525;0
0.485;5.325;8.335;22.313;0.31;15.125;94;94;86;80;3;6;-0.158;-2.75;-2.652;-2.366;-6.247;-9.962;-7.354;0
-0.158;4.003;6.941;21.337;-0.898;13.762;79;94;94;86;2;5;-2.596;-2.498;-2.211;-6.098;-9.819;-7.208;-7.608;0
-2.596;1.303;3.579;17.434;-2.962;9.669;-65;79;94;94;1;5;0.101;0.395;-3.595;-7.415;-4.734;-5.145;-1.867;0
0.101;0.851;3.684;16.808;-2.865;9.767;59;-65;79;94;1;5;0.294;-3.692;-7.508;-4.83;-5.24;-1.966;-1.347;0
0.294;0.598;3.408;16.415;-3.089;9.476;62;59;-65;79;2;5;-3.975;-7.78;-5.109;-5.518;-2.254;-1.636;-2.856;0
-3.975;-3.401;-0.702;11.089;-6.941;5.625;-213;62;59;-65;2;4;-3.962;-1.181;-1.607;1.792;2.435;1.165;-0.193;1
-3.962;-6.721;-5.167;6.025;-11.094;1.406;-563;-213;62;59;1;3;2.896;2.452;5.992;6.662;5.339;3.925;2.519;0
2.896;-4.02;-2.421;8.422;-8.519;3.981;32;-563;-213;62;1;3;-0.431;3.009;3.66;2.375;1;-0.366;6.368;1
-0.431;-3.909;-2.841;7.292;-8.914;3.586;-338;32;-563;-213;1;3;3.455;4.109;2.818;1.438;0.065;6.829;8.683;1
3.455;-0.039;0.516;10.322;-4.774;5.752;60;-338;32;-563;2;4;0.632;-0.616;-1.95;-3.277;3.261;5.053;6.648;1
0.632;0.592;1.151;9.682;-4.173;6.353;-6;60;-338;32;2;4;-1.24;-2.566;-3.884;2.613;4.394;5.979;6.559;1
-1.24;-0.103;-0.655;7.673;-5.856;4.615;-117;-6;60;-338;2;3;-1.343;-2.677;3.901;5.704;7.309;7.897;10.709;1
-1.343;-0.894;-1.989;5.595;-7.12;3.351;-71;-117;-6;60;1;3;-1.353;5.315;7.143;8.77;9.365;12.216;12.329;1
-1.353;-1.685;-3.315;4.167;-8.377;2.094;-2;-71;-117;-6;0;3;6.759;8.612;10.261;10.865;13.755;13.869;15.061;1
6.759;4.96;3.22;10.549;-2.184;8.287;95;-2;-71;-117;1;3;1.736;3.28;3.846;6.553;6.66;7.776;9.91;1
1.736;6.185;4.435;11.807;-2.025;10.346;89;95;-2;-71;2;4;1.518;2.074;4.735;4.84;5.938;8.035;8.734;1
1.518;6.02;6.02;12.84;-0.538;11.834;86;89;95;-2;3;4;0.548;3.169;3.272;4.353;6.419;7.107;6.5;1
0.548;6.019;6.019;12.799;-1.516;12.698;81;86;89;95;3;4;2.607;2.71;3.785;5.839;6.524;5.92;5.088;0
2.607;7.028;8.191;15.07;0.541;14.683;93;81;86;89;3;5;0.1;1.148;3.15;3.818;3.229;2.418;0.646;0
0.1;5.995;8.3;13.869;-0.364;15.636;94;93;81;86;3;6;1.047;3.047;3.714;3.126;2.316;0.545;0.33;0
1.047;5.977;8.842;14.407;-0.809;16.925;100;94;93;81;3;7;1.979;2.639;2.057;1.256;-0.497;-0.709;-2.824;0
1.979;6.949;10.399;16.013;-0.319;19.098;100;100;94;93;3;7;0.647;0.077;-0.71;-2.428;-2.637;-4.71;-5.322;0
0.647;5.985;10.519;16.108;-1.114;19.938;100;100;100;94;3;7;-0.567;-1.348;-3.055;-3.263;-5.322;-5.931;-5.751;0
-0.567;3.788;9.309;14.804;-3.066;19.575;22;100;100;100;2;6;-0.786;-2.503;-2.711;-4.783;-5.395;-5.214;-5.749;0
-0.786;1.943;7.876;13.27;-4.279;18.256;3;22;100;100;1;5;-1.731;-1.941;-4.029;-4.645;-4.463;-5.003;-4.793;0
-1.731;-0.32;5.451;10.695;-6.375;16.055;-146;3;22;100;0;4;-0.214;-2.339;-2.966;-2.781;-3.33;-3.116;-0.549;0
-0.214;-1.025;4.129;9.851;-6.575;13.985;-32;-146;3;22;0;3;-2.129;-2.758;-2.572;-3.123;-2.908;-0.336;-1.844;0
-2.129;-3.133;1.384;7.512;-8.99;11.475;-254;-32;-146;3;0;2;-0.642;-0.453;-1.015;-0.796;1.833;0.292;-2.161;0
-0.642;-3.276;0.214;6.237;-9.152;9.539;-646;-254;-32;-146;0;1;0.191;-0.375;-0.154;2.491;0.941;-1.528;0.096;0
0.191;-3.092;0.405;5.862;-8.979;9.713;-467;-646;-254;-32;1;1;-0.565;-0.345;2.296;0.748;-1.716;-0.095;2.574;1
-0.565;-3.157;-0.674;5.264;-9.068;7.834;-1163;-467;-646;-254;1;1;0.221;2.877;1.32;-1.158;0.472;3.157;5.06;1
0.221;-2.455;-0.962;4.927;-8.437;6.658;-317;-1163;-467;-646;2;2;2.649;1.097;-1.376;0.25;2.929;4.828;4.482;0
2.649;0.635;1.146;7.707;-5.565;7.705;85;-317;-1163;-467;2;3;-1.513;-3.922;-2.337;0.272;2.122;1.785;2.115;1
-1.513;-0.384;-0.887;5.507;-5.652;3.963;-148;85;-317;-1163;2;3;-2.446;-0.837;1.813;3.691;3.349;3.683;3.975;1
-2.446;-2.325;-3.312;2.926;-7.96;1.655;-212;-148;85;-317;1;3;1.649;4.365;6.291;5.94;6.283;6.582;4.485;0
1.649;-0.205;-1.717;4.064;-6.442;3.173;60;-212;-148;85;1;4;2.672;4.566;4.221;4.559;4.852;2.79;1.755;0
2.672;2.462;0.909;6.277;-3.01;4.757;78;60;-212;-148;2;4;1.845;1.509;1.838;2.124;0.114;-0.894;-3.189;0
1.845;3.819;2.254;8.237;-1.698;6.032;73;78;60;-212;3;5;-0.33;-0.007;0.274;-1.699;-2.689;-4.942;-3.665;0
-0.33;2.951;1.917;7.309;-2.96;6.61;27;73;78;60;2;4;0.324;0.606;-1.374;-2.367;-4.628;-3.346;-3.952;0
0.324;2.763;2.247;7.657;-2.645;6.924;31;27;73;78;2;4;0.281;-1.692;-2.682;-4.936;-3.658;-4.262;-2.745;0
0.281;2.534;2.534;7.391;-2.372;7.198;53;31;27;73;2;5;-1.967;-2.955;-5.202;-3.928;-4.53;-3.018;-0.343;0
-1.967;0.014;0.517;5.278;-4.293;5.277;-9;53;31;27;2;5;-1.007;-3.3;-2;-2.614;-1.071;1.657;1.607;0
-1.007;-0.495;-0.495;3.672;-4.341;3.389;-24;-9;53;31;1;4;-2.316;-1.003;-1.623;-0.065;2.691;2.641;5.966;1
-2.316;-2.8;-2.309;1.272;-6.103;1.664;-266;-24;-9;53;0;3;1.344;0.709;2.304;5.126;5.074;8.479;8.951;1
1.344;-1.986;-0.996;2.633;-4.84;2.926;56;-266;-24;-9;1;3;-0.627;0.947;3.731;3.68;7.04;7.506;10.589;1
-0.627;-2.6;-1.616;1.458;-5.437;2.33;-188;56;-266;-24;1;3;1.584;4.385;4.334;7.715;8.184;11.286;12.137;1
1.584;-0.56;0.45;3.065;-3.47;4.334;56;-188;56;-266;2;3;2.758;2.707;6.035;6.497;9.551;10.388;9.378;1
2.758;2.182;2.698;5.359;-1.29;6.477;76;56;-188;56;2;3;-0.049;3.19;3.639;6.611;7.426;6.442;10.117;1
-0.049;2.132;2.648;5.307;-1.338;6.429;33;76;56;-188;2;3;3.24;3.69;6.663;7.479;6.495;10.171;10.93;1
3.24;4.914;5.441;8.159;0.396;9.966;90;33;76;56;2;4;0.436;3.316;4.105;3.152;6.713;7.448;8.926;1
0.436;4.847;5.371;8.63;0.354;9.878;95;90;33;76;2;5;2.867;3.654;2.705;6.25;6.982;8.453;8.528;1
2.867;7.32;7.854;11.172;1.777;13.045;98;95;90;33;3;5;0.764;-0.158;3.288;4;5.43;5.502;5.437;1
0.764;7.08;8.14;12.022;1.131;14.094;99;98;95;90;3;6;-0.916;2.505;3.211;4.63;4.702;4.637;4.656;1
-0.916;4.562;6.622;10.43;-1.168;13.444;21;99;98;95;2;5;3.452;4.165;5.597;5.67;5.604;5.623;7.445;1
3.452;6.626;9.226;13.662;0.41;16.553;96;21;99;98;2;5;0.689;2.074;2.144;2.08;2.099;3.86;4.243;1
0.689;5.848;9.445;13.867;-0.24;17.459;91;96;21;99;2;6;1.375;1.445;1.381;1.4;3.149;3.529;5.456;1
1.375;5.813;9.883;14.853;-0.627;18.503;92;91;96;21;3;6;0.069;0.006;0.025;1.75;2.125;4.025;3.475;1
0.069;4.915;9.433;14.357;-1.839;18.761;87;92;91;96;3;6;-0.062;-0.044;1.68;2.055;3.954;3.404;3.129;1
-0.062;3.426;8.844;13.717;-2.32;18.193;79;87;92;91;2;5;0.019;1.744;2.119;4.019;3.469;3.194;2.444;0
0.019;2.518;8.348;13.175;-3.538;18.403;79;79;87;92;2;5;1.725;2.1;3.999;3.449;3.174;2.425;3.424;0
1.725;3.359;9.182;14.56;-3.503;19.733;99;79;79;87;2;6;0.369;2.236;1.695;1.425;0.688;1.671;1.186;0
0.369;3.281;9.072;14.419;-3.548;19.593;99;99;79;79;3;6;1.861;1.322;1.053;0.318;1.298;0.814;-0.343;0
1.861;4.279;10.073;15.979;-2.559;20.392;99;99;99;79;3;6;-0.529;-0.793;-1.514;-0.553;-1.027;-2.163;-0.673;0
-0.529;2.826;7.991;14.806;-4.251;18.421;34;99;99;99;2;5;-0.266;-0.991;-0.024;-0.501;-1.643;-0.145;1.734;0
-0.266;1.669;6.729;13.948;-4.505;16.547;50;34;99;99;1;4;-0.727;0.242;-0.236;-1.381;0.121;2.005;1.011;0
